goods_discount_quote,goods_name,goods_p_price,gifts,goods_image_path,venderid,goods_discount,goods_price,goods_ad,goods_promotion,goods_brand_id,goods_id,goods_image_url
0,影驰（Galaxy）GeForce GTX 1050 Ti大将 1354(1468)MHz/7GHz 4G/128Bit D5 PCI-E吃鸡显卡,1099.00,,full/31cbf3f716b01ae1a9cb7f7fbd2630d1c02c15f7.jpg,1000000308,0,1099.00,三年质保，爆款推荐！高品质猎鹰散热器，全铜热管，稳定高效电容电感！(此商品不参加上述活动),,19962,3472255,https://img10.360buyimg.com/n7/jfs/t22915/285/1052631835/183052/3742c7db/5b4d757aNf3a71379.jpg
0,华硕（ASUS）CERBERUS-GeForce GTX1050TI-A4G 1303MHz-1417MHz 地狱犬系列游戏显卡 全新背板,1199.00,,full/cb872d3ca7606d70d03a1138619acaa3de74b632.jpg,1000000225,0,1199.00,【腾讯游戏推荐+三年质保】全自动制成！散热背板加持，防尘风扇酷冷耐用！,,8551,6164010,https://img10.360buyimg.com/n7/jfs/t1/1760/37/15665/99528/5be0144cE41fa6398/336c70b93fd757db.jpg
0,微星（MSI）GeForce RTX 2080 Ti VENTUS 11G  352BIT GDDR6  新代游戏显卡 万图师,9666.00,,full/84abd7dc43f2628f9bbdb3ee7cd600581a2a72bd.jpg,1000000266,0,9666.00,"【旧卡升级大额补贴,剑网3游戏礼包,年终大抽奖】（28日起2070领券减400）",,17443,8797490,https://img10.360buyimg.com/n7/jfs/t1/1533/27/14768/197684/5bdc1ff5E03be051b/f408c95922f1a145.jpg
0,华硕（ASUS）ROG-STRIX-GeForce RTX2080 TI-A11G-GAMING 1350-1590MHz 14000MHz 游戏电竞专业显卡 11G,12888.00,,full/0d98850dc316d7ae15275d797e3af9c67b521525.jpg,1000000225,0,12888.00,2.7插槽＆镜面直触散热设计，AURA灯效控制，全新超频软件，二代风扇控制，重塑新视界！,,8551,100000913467,https://img12.360buyimg.com/n7/jfs/t1/7895/33/6915/164328/5be29ffbE93a96a63/6d65a9e59bdbf41a.jpg
0,技嘉(GIGABYTE)GeForce GTX 1050Ti OC 1316-1430MHz/7008MHz 4G/128bit游戏显卡,1099.00,,full/84ae4d819785faa2f3771ba55549a36fd40dee73.jpg,1000000297,0,1249.00,进阶版风之力2X散热系统/全新耐久用料/技嘉1050Ti OC高性价比显卡助你轻松游戏!,,8900,3592597,https://img12.360buyimg.com/n7/jfs/t19738/86/830724467/471623/bdeb173c/5aaa11ceN6db34dcc.jpg
0,七彩虹(Colorful)iGame1060烈焰战神U-3GD5 TOP GTX1060 1594-1809/8008MHz3G/192bit吃鸡显卡,1449.00,,full/6d35baf0f8495acd436295d968cca35ecfb158bc.jpg,1000000267,0,1449.00,iGame显卡实力认可，一键超频更多游戏体验，三风扇散热、8相数字供电、金属板有料才有实力,,22215,3478774,https://img14.360buyimg.com/n7/jfs/t7906/353/1620141932/76492/9e967724/599e4441Nff9d1aef.jpg
0,七彩虹(Colorful)iGame1070烈焰战神U-8GD5 Top GTX1070 1569-1759MHz/8008MHz8G/256bit吃鸡显卡,2899.00,,full/fa6d93ca9cd020a4487714eed679d4f01d40657b.jpg,1000000267,0,2899.00,,,22215,3203194,https://img14.360buyimg.com/n7/jfs/t7813/213/1449611143/76492/9e967724/599d2028Neb112210.jpg
1000,蓝宝石 Sapphire RX580 8G D5 白金版 OC 1366MHz/8000MHz 8GB/256bit GDDR5 DX12 独立游戏显卡,1599.00,,full/6a6ee6e3b6c456049a1bf4645ae5ecb2de4c68b9.jpg,1000005574,50,1599.00,双风扇四热管，全尺寸金属背板，畅玩主流游戏,满999元减50元,10864,4394599,https://img14.360buyimg.com/n7/jfs/t28255/129/230837455/257133/bf42f16a/5beb7eb3Na1b46129.jpg
0,微星（MSI）GeForce GTX 1070 GAMING 1531-1721MHz 256bit  8GB GDDR5 PCI-E 3.0 旗舰红龙 吃鸡显卡,2799.00,,full/d166ed6e8d4f404034ec6ced8ab75a6fc21c17f8.jpg,1000000266,0,2799.00,"【旧卡升级大额补贴,剑网3游戏礼包,年终大抽奖】（28日起2070领券减400）",,17443,2912105,https://img10.360buyimg.com/n7/jfs/t8788/319/230582558/476559/20315271/59a3d2f8Nfe782d02.jpg
0,EVGA GTX1070Ti 8G FTW2 GAMING iCX 1607-1683MHz/8008MHz 电脑吃鸡游戏独立显卡,3199.00,,full/936b3c53ec7b962cca74f7f6d71e7edb4b6d1392.jpg,1000080223,0,3199.00,,,40012,5677619,https://img14.360buyimg.com/n7/jfs/t11755/87/962618773/373154/51d48d30/59fc0e66Nc07e3582.jpg
0,影驰（Galaxy）GeForce GTX 1070 大将 1594(1784)MHz/8GHz 8G/256Bit D5 PCI-E 游戏显卡,3049.00,,full/e85c625082658773095da32ff8a27325bc751333.jpg,1000000308,0,3049.00,,每满1000元，可减150元现金,19962,3167454,https://img14.360buyimg.com/n7/jfs/t5824/5/9579882495/120241/d91ab901/5987e0afN4902a8f1.jpg
3000,技嘉(GIGABYTE)AORUS GeForce RTX 2070 小雕 1770MHz 14000MHz 256bit GDDR6 8G 电竞游戏显卡,4999.00,,full/daec80e0241e27d92e11018a94f8c591c9f25074.jpg,1000000297,400,4999.00,"【迎双旦3000-400】2070小雕,朝生碧海逆水成寒,电竞“吃鸡”显卡(此商品不参加上述活动)",,8900,100001285748,https://img13.360buyimg.com/n7/jfs/t28804/45/866999392/226870/f03c18bc/5bff95caN380ded2d.jpg
0,铭瑄（MAXSUN）GeForce GTX 1050Ti终结者4G 128bit/GDDR5 主流电竞游戏显卡/ 独显,1049.00,,full/208c4e123730526e06c3b10ae78ec287e273d51e.jpg,1000094211,0,1049.00,【满800-50 低至999！领券再减！】,满800元减50元,13026,3892430,https://img10.360buyimg.com/n7/jfs/t25831/112/2476736167/220744/49cca6ce/5be6db38N8d9590cd.jpg
0,华硕（ASUS）ROG-STRIX-RX580-O8G-GAMING 8G/8000MHz 256bit GDDR5 PCI-E3.0电竞游戏显卡 “吃鸡”显卡,1999.00,,full/8c205136b669f1e9cd86191ab515a6fbce25f39e.jpg,1000000225,0,1999.00,"【满1000-100,晒单评论返100E卡】前后RGB信仰灯,8相超合金供电!三风扇散热加镜面直触设计!",满1000元减100元,8551,4871626,https://img11.360buyimg.com/n7/jfs/t8185/322/1562888641/361166/abfe81d5/59bba202Ne775b944.jpg
0,技嘉(GIGABYTE)GeForce GTX 1070 G1 GAMING 1594-1784MHz/8008MHz 8G/256bit绝地求生/吃鸡显卡,3199.00,,full/7071345489ae60f046e13802aeccaa50ac852427.jpg,1000000297,0,3299.00,"【迎双旦3000-200】1070G1,朝生碧海逆水成寒,电竞“吃鸡”显卡",满3000元减200元,8900,3110304,https://img14.360buyimg.com/n7/jfs/t17776/51/803899395/391751/77dcfb6/5aa8c774N84fd446e.jpg
1000,蓝宝石（Sapphire）RX580 2048SP 4G D5 白金版 OC 1306MHz/7000MHz 4GB/256bit GDDR5 DX12 吃鸡显卡,1299.00,,full/1fb328f83be31529c191f7c47b928d2705506a57.jpg,1000005574,50,1299.00,白金品质闪耀，全尺寸金属背板，双风扇双热管，畅玩主流游戏,满1000元减100元,10864,100000784724,https://img14.360buyimg.com/n7/jfs/t26494/158/852507369/229566/ac754830/5bbb22c8N47138103.jpg
0,影驰（Galaxy）GeForce GTX 1070 名人堂 1620(1822)MHz/8GHz 8G/256Bit D5 PCI-E “吃鸡” 显卡,3249.00,,full/c67d2711abbf502777216935d1e5595a8caf8f57.jpg,1000000308,0,3249.00,"每满1000减150,12月年终狂欢庆典！GTX1070名人堂，一切只为性能(此商品不参加上述活动)",每满1000元，可减150元现金,19962,3168844,https://img14.360buyimg.com/n7/jfs/t7117/287/1078002004/132063/b604469e/5987d536N3013812d.jpg
0,技嘉(GIGABYTE)GeForce GTX 1060 WF2OC 1556-1771MHz/8008MHz 6G/192bit绝地求生/吃鸡显卡,1899.00,,full/eebe1936e80f57ba92ea58eb151518d5af8cb0f3.jpg,1000000297,0,1899.00,"电竞快人一步!1060低功耗高性能双扇,全尺寸背板,高频高规,流畅游戏新体验!",满1000元减100元,8900,3350804,https://img14.360buyimg.com/n7/jfs/t3040/123/417437855/104934/5534a02e/579f1676N48ed3abb.jpg
0,丽台（LEADTEK）NVIDIA Quadro P2000 5GB GDDR5/160bit/140GBps/CUDA核心1024 建模渲染绘图专业显卡,3369.00,,full/0672510b99422376df9a948af72bcae0012b86b5.jpg,1000000522,0,3369.00,【12.25-29喜迎双旦尊享好礼】满1000-100；3000-200；5000-400（部分商品不参与）详情咨询客服,满1000元减100元，满3000元减200元，满5000元减400元,11440,4991746,https://img11.360buyimg.com/n7/jfs/t1/5754/25/16355/149452/5be1672eE79eabd7c/5b005cfee863084e.jpg
0,华硕（ASUS）DUAL-GeForce RTX 2080-O8G 1515-1830MHz 14000MHz 游戏电竞专业显卡 8G 256bit 独立显卡,6399.00,漫威卡通钢铁侠小号摆件车内摆件复仇者联盟3机箱手办漫威动漫模型手办汽车摆件2.5英寸正版漫威新款,full/5a500fbf70c071a0935014be7747d5b5f182a9a3.jpg,1000000225,0,6699.00,"【赢双重好礼,剑网3专属礼包+钢铁侠手办】全新智能超频软件!铝制强化背板!超合金供电!",,8551,8752810,https://img10.360buyimg.com/n7/jfs/t22882/99/2280408547/245787/4fed3e42/5b7ab4b7N6d479982.jpg
0,华硕（ASUS）ROG STRIX-GeForce GTX1050TI-O4G-GAMING 1392-1518MHz 7008MHz猛禽游戏显卡 玩家国度信仰灯,1399.00,,full/7751ac0d4a0820f96e7ca0c40087cb194588ad88.jpg,1000000225,0,1499.00,【ROG爆款猛禽游戏利器】智能超频!全自动制程，5相超合金供电!热管直触，超强散热!流畅吃鸡优选!,,8551,3640705,https://img10.360buyimg.com/n7/jfs/t8647/121/60768965/375295/e30fd60f/599fdf85Nb1f3cfb8.jpg
0,华硕（ASUS）ROG STRIX-VEGA56-O8G-GAMING 1297-1573MHz 玩家国度猛禽电竞游戏“吃鸡”显卡,3099.00,,full/fc65b2feb3ba513f9fa48a45530c63c06478b001.jpg,1000000225,0,3099.00,"【满1000-100,晒单评论返100E卡】8G显存,三风扇加镜面直触技术!RGB神光同步!超合金供电!",满1000元减100元,8551,6060200,https://img10.360buyimg.com/n7/jfs/t15598/285/852126811/359369/adce0c04/5a40b94dNa70432a9.jpg
0,影驰（Galaxy）GeForce GTX 1070 GAMER 1620(1822)MHz/8GHz 8G/256Bit D5 PCI-E 游戏显卡,3399.00,,full/be28f1cca5ea1144e2aebfd8b3c0bc4522351615.jpg,1000000308,0,3399.00,,每满1000元，可减150元现金,19962,3167482,https://img12.360buyimg.com/n7/jfs/t20083/173/2712001843/238120/e5d44c09/5b4d7515N07546d5f.jpg
0,铭瑄（MAXSUN）GeForce GTX 1060终结者6G 192bit/GDDR5 吃鸡显卡/游戏显卡/绝地求生/大逃杀,1749.00,,full/551c0f6fdc678ef471b45abf81b8aa41d315b641.jpg,1000094211,0,1749.00,【满1000-100 再送价值630元游戏礼包 领券再减】,满1000元减100元,13026,3377596,https://img11.360buyimg.com/n7/jfs/t25288/17/2592606987/233622/568551e0/5be6d9ccNfb3abf99.jpg
3000,七彩虹（Colorful）iGame GeForce RTX 2070 AD Special OC GDDR6 8G电竞游戏显卡,4599.00,,full/534d627f587d45acbac1f68118397ac3fb0eb216.jpg,1000000267,400,4699.00,,,22215,100001154892,https://img12.360buyimg.com/n7/jfs/t25342/101/2151666772/88443/b0b326cf/5bc5c66bN571ed9bc.jpg
0,华硕（ASUS）DUAL-GeForce RTX 2080 TI-O11G 1350-1650MHz 14000MHz 游戏电竞专业显卡 11G 352bit 独立显卡,10999.00,,full/3b063254c5596486d4dc59806eec39640791af8d.jpg,1000000225,0,10999.00,"【新品发布,货源稀缺】全新智能超频软件!铝制强化背板!更大散热鳍片!超合金供电!升级镜面直触，疾速稳定!",,8551,8963569,https://img14.360buyimg.com/n7/jfs/t25963/136/756827459/248665/d57400b5/5b7ab41fN31613112.jpg
1000,蓝宝石（Sapphire）RX580 2048SP 8G D5 白金版 OC 1306MHz/8000MHz 8GB/256bit GDDR5 DX12 吃鸡显卡,1499.00,,full/c12b4cb4b36fee558022e66d261b7c03ad1359c4.jpg,1000005574,50,1499.00,8G大显存，95mm大尺寸双风扇，散热更出众，高效稳定运行，畅爽游戏,满1000元减100元,10864,100000784748,https://img13.360buyimg.com/n7/jfs/t26947/60/866927707/229566/ac754830/5bbb20f8N951468ee.jpg
0,技嘉(GIGABYTE)AORUS GeForce RTX 2080 XTREME 大雕 1890MHz 14140MHz 256bit GDDR6 8G 电竞游戏显卡,7999.00,,full/fdc3d05866aa236d77ea89041d99d6d785946b38.jpg,1000000297,0,7999.00,"【迎双旦7000-500】2080大雕,朝生碧海,逆水成寒,电竞“吃鸡”显卡",满7000元减500元,8900,100000902614,https://img14.360buyimg.com/n7/jfs/t30487/196/840796187/217531/c7d1311c/5bff96a7N55648b0b.jpg
0,微星（MSI）GeForce GTX 1060 飙风 6G 1759-1544MHz GDDR5 192BIT PCI-E 3.0 吃鸡显卡,1899.00,,full/127ca50007791dfc6dd0cba6ba49b9d7e4c628db.jpg,1000000266,0,1899.00,"【旧卡升级大额补贴,剑网3游戏礼包,年终大抽奖】（28日起2070领券减400）",,17443,5459469,https://img14.360buyimg.com/n7/jfs/t10900/31/1716863515/447604/ac13eab1/59e56da0N5067beb8.jpg
3000,影驰（Galaxy）GeForce RTX 2070,4099.00,,full/747ecc4bfe2b134eab9d885091c4ad046c7e0209.jpg,1000000308,400,4299.00,"年终庆典,热销新品RTX2070领券下单立减400!(此商品不参加上述活动)",,19962,100001232400,https://img10.360buyimg.com/n7/jfs/t25909/68/2197725062/105729/f9fef511/5bc69e10Nc43fa768.jpg
0,技嘉(GIGABYTE)GeForce GTX 1050 OC 1379-1493MHz/7008MHz 2G/128bit游戏显卡,949.00,,full/fc68d32e4f246a78e0011974ae35853bc4120299.jpg,1000000297,0,949.00,"进阶版风之力2X散热系统/全新耐久用料品质/技嘉1050 OC,高性价比显卡助你轻松游戏!",,8900,4055764,https://img14.360buyimg.com/n7/jfs/t18025/202/870248637/502872/6bf325a4/5aaa1687N34bd33a3.jpg
0,七彩虹(Colorful)iGame1070烈焰战神S-8GD5 1531-1721MHz/8008MHz 8G/256bitGDDR5吃鸡显卡,2899.00,,full/2e0712a9751edcbaf4bb3c4579eb95fae7193fd8.jpg,1000000267,0,2899.00,【iGame显卡 游戏装备实力品牌】6+2相数字供电，纯铜镀镍散热管、直触式高效散热，轻松玩转游戏,,22215,3087219,https://img14.360buyimg.com/n7/jfs/t7891/118/1489936301/83396/b25b7c9c/599d205eNf0017d7e.jpg
0,微星（MSI）GeForce RTX 2080 8G DUKE 暗黑龙爵 1515-1845MHz 256BIT GDDR6  电竞黑龙 新代显卡,6799.00,,full/5637b237712ce929ccf3e069e8850a2fff46b390.jpg,1000000266,0,6799.00,"【旧卡升级大额补贴,剑网3游戏礼包,年终大抽奖】（28日起2070领券减400）",每满1000元，可减50元现金,17443,8928861,https://img11.360buyimg.com/n7/jfs/t1/2761/23/8497/222623/5ba9ed68Ee9632da6/76f4eacffddcf93f.jpg
0,七彩虹(Colorful)iGame1060烈焰战神U-3GD5 GTX1060 1556-1771/8008MHz3G/192bit吃鸡显卡,1399.00,,full/0d5ab86fd1c6906c69fb4fe5024961c0122a7e6f.jpg,1000000267,0,1399.00,小机箱福音，小巧更具实力，全视频接口，一键超频工作、游戏轻松搞定,,22215,3478780,https://img10.360buyimg.com/n7/jfs/t7798/19/1599772406/88745/410cbde6/599e4472N11fe7fc0.jpg
1000,迪兰（Dataland）RX 580 2048SP 4G X-Serial 战将 1284-1310/7000MHz 4GB/256-bit GDDR5 DX12独立游戏显卡,1249.00,,full/374bd0d64a43ee0f8ec37f1bbb559ce4f5629864.jpg,1000005539,50,1249.00,4G显存，三热管高效导热，双BIOS配置，防护背板配备，激战更从容,满1000元减100元,6094,100000689327,https://img12.360buyimg.com/n7/jfs/t1/540/24/13385/341595/5bd66f6eEbe0b6af6/63fe91e7c52442ab.jpg
0,讯景（XFX）Radeon RX Vega 56 8GB 非公版 1156 Boost 1471MHz/1600bps 2048bit HBM2 显卡,2699.00,,full/ce1a7fc7430fc577f46884a5ee597ce829756337.jpg,1000000450,0,2699.00,性能对飚1080，8+8Pin稳定供电，freeSync拒绝画面撕裂,,18866,7107790,https://img10.360buyimg.com/n7/jfs/t17845/141/1710828496/318509/cb8985ff/5ad59726N8aed2a06.jpg
0,华硕（ASUS）ROG-STRIX-GeForce RTX2080 TI-O11G-GAMING 1350-1665MHz 14000MHz 游戏电竞专业显卡 11G,13499.00,,full/29184cc06e872ae32ce7ed372b5b0f954f2a5c17.jpg,1000000225,0,13499.00,【RW战队，指定显卡】智能超频软件！2.7插槽＆镜面直触散热技术，第二代FANCONNECT技术，开启显卡新时代！,,8551,100001121028,https://img13.360buyimg.com/n7/jfs/t1/10115/33/2982/168567/5be2a0c5Ed1982954/9f366df69f39a2df.jpg
0,讯景（XFX）RX 580 8G 黑狼版 1366MHz/8GHz-1386MHz/8.1GHz 256bit GDDR5 显卡,1549.00,,full/173e5077b62c609902f70d621211476583d99138.jpg,1000000450,0,1549.00,DOTA2游戏推荐显卡，8G显存吃的饱、freeSync拒绝画面撕裂。,,18866,4075141,https://img11.360buyimg.com/n7/jfs/t12919/148/2037571423/248011/5a079a8e/5a31d85aN5f8cb8a0.jpg
0,索泰（ZOTAC）RTX2080Ti-11GD6 玩家力量至尊PGF OC14吃鸡显卡/游戏电竞台式机独立显卡1350-1755/14000MHz,12999.00,,full/fa1fa494c21b7f239f0f56e865348e1e2c4a71cf.jpg,1000002556,0,12999.00,"【从GTX到RTX,玩转光追,就用索泰游戏显卡!】6热管3风扇,到处都是灯,颜值担当!20相供电,实力担纲!",,16546,100002339524,https://img14.360buyimg.com/n7/jfs/t1/16162/5/305/357618/5c08d25bE0c18da42/9bb72b87ae66d9ae.jpg
0,华硕（ASUS）DUAL-GeForce RTX2070-O8G 1410-1740MHZ 14000MHZ 游戏电竞专业显卡 8G 256bit 独立显卡,4599.00,漫威卡通钢铁侠小号摆件车内摆件复仇者联盟3机箱手办漫威动漫模型手办汽车摆件2.5英寸正版漫威新款,full/00d870cfd3120342a589c8ae96291bcd271ff718.jpg,1000000225,0,4999.00,"【赢双重好礼,剑网3专属礼包+钢铁侠手办】全自动化制程技术,超合金供电!镜面直触散热设计!",,8551,100000913463,https://img13.360buyimg.com/n7/jfs/t25132/161/2249410141/312727/6125b07e/5bc6e1cbNf987d7d8.jpg
0,华硕（ASUS）DUAL-RX580-O8G 1360-1380MHz 8GHz 雪豹电竞游戏“吃鸡”显卡,1649.00,,full/0c5b805d20afa5c35bc3870c239ef0342f4caba1.jpg,1000000225,0,1699.00,"【满1000-100,晒单评论返100E卡】全自动制程加超合金供电设计!智能超频!三年质保顺畅游戏之选!",满1000元减100元,8551,5077684,https://img14.360buyimg.com/n7/jfs/t9292/177/361093184/367391/7827febc/59a6854bNd916ae44.jpg
0,七彩虹（Colorful）iGame1050Ti 烈焰战神U-4GD5 GTX1050Ti 1379-1493MHz/7000MHz 4G/128bit GDDR5 游戏显卡,1099.00,,full/065a18e810c934aa8f620044a07f03438faa9abd.jpg,1000000267,0,1099.00,一键超频、IPP供电系统、金属背板游戏无压力,,22215,3473469,https://img14.360buyimg.com/n7/jfs/t7501/258/1599651919/108134/a424597c/599e6699N753cf0c1.jpg
0,索泰（ZOTAC）GeForce GTX1050Ti-4GD5 X-GAMING OC 1354-1468MHz/7008MHz 4G/128bit GDDR5 PCI-E显卡,1169.00,,full/15374d6a5cbd95c0ed680a3652ddeb23aeee8160.jpg,1000002556,0,1169.00,"【游戏独显,优选索泰京东自营GTX吃鸡显卡!】纯铜双热管螺旋刀锋风扇,更静音!白金效能用料,更节能!",,16546,3528459,https://img14.360buyimg.com/n7/jfs/t5734/67/9796817799/177824/b5cca309/598979d4Na9b3b9e8.jpg
0,七彩虹（Colorful）iGame GeForce RTX 2080 Vulcan X OC GDDR6 8G电竞游戏显卡,7499.00,,full/fb81e94f341b902554bc9a6be76310f71af0a258.jpg,1000000267,0,7499.00,自带LCD显示屏实时监控，自定义RGB控制软件编辑你的“灯光语言”，一键超频造就满满DIY个性,,22215,100001515730,https://img10.360buyimg.com/n7/jfs/t27322/219/1829191742/109538/ec0d5e79/5bee5ab1Nc1620a5d.jpg
0,盈通（yeston）RX580 8G D5 游戏高手 1340/8000MHz 8GB/256BIT/GDDR5 显卡2304SP,1549.00,,full/67bd989c675fdf788c446d610ad19094ec5a5a74.jpg,1000005645,0,1549.00,盈通游戏高手，让游戏更精彩，豪华三风扇，呼吸信仰灯效，8+6pin供电，强劲性能，吃鸡利器,满1000元减50元,19949,4905120,https://img10.360buyimg.com/n7/jfs/t28537/251/485277768/136000/42e25a9f/5bf4f6feN69c71d8b.jpg
0,索泰（ZOTAC）GeForce GTX1060-3GD5霹雳版OC 绝地求生/吃鸡显卡 1569-1784/8008MHz 3G/192bit,1449.00,,full/7b0d5f0431f68a30dfac787edd5638957124cde2.jpg,1000002556,0,1449.00,"【游戏独显,优选索泰京东自营GTX吃鸡显卡!】热管双风扇,支持风扇智能启停!白金效能用料,更节能!",,16546,3132229,https://img14.360buyimg.com/n7/jfs/t10054/209/2427371719/294632/c4b4b607/59f69e43N63590d55.jpg
3000,影驰（Galaxy）GeForce RTX 2070 Gamer 1830MHz/14Gbps 8GB/256Bit GD6 PCI-E 游戏显卡,4399.00,,full/6192a8134b8bb3a2fddb24891b1a93869c818b32.jpg,1000000308,400,4399.00,年终庆典，爆款RTX2070Gamer领券下单立减400！(此商品不参加上述活动),,19962,100001169280,https://img10.360buyimg.com/n7/jfs/t27286/203/1330293636/121251/e7de77ef/5bc5b062Nb34fb7ad.jpg
0,华硕（ASUS）ROG STRIX-RXVEGA64-O8G-GAMING 1298-1590MHz 玩家国度猛禽电竞游戏“吃鸡”显卡,3799.00,,full/c097bd901a34a647c8538e66c8eb6ae295e429ee.jpg,1000000225,0,3999.00,"【三年质保，ROG电竞显卡】RGB神光同步!强劲三风扇加镜面直触!13相超合金供电!全自动制程,畅玩高画质游戏!",,8551,5975299,https://img14.360buyimg.com/n7/jfs/t16414/65/330904195/351014/4839d966/5a2e84e0N37d39b2d.jpg
0,技嘉(GIGABYTE)AORUS GTX 1070 GAMING BOX 256bit 8G GDDR5外置显卡扩展坞/笔记本吃鸡利器,4999.00,,full/f373b538d9ed43703a1bc5db5d81bc9242852246.jpg,1000000297,0,4999.00,AORUS高能电竞游戏盒！雷电3超快速度，让超级本也能轻松化身为电竞游戏平台！,,8900,4431715,https://img10.360buyimg.com/n7/jfs/t6001/231/9571264051/246392/5349d173/59952110N35c126fc.jpg
0,技嘉(GIGABYTE)GeForce GTX 1060 G1 GAMING 1594-1809MHzHz/8008MHz 6G/192bit绝地求生/吃鸡显卡,1999.00,,full/727868521c2297749bc35ba82c46685b1f9d1bbc.jpg,1000000297,0,1999.00,"高能电竞卡!G1信仰加成!低功耗,高性能,炫酷外形全金属背板.轻松游戏无压力!",,8900,2983765,https://img10.360buyimg.com/n7/jfs/t5950/233/9574855812/302462/9aabd7aa/599531dcN691e8ff2.jpg
0,盈通 （yeston） RX580-2048SP 8G D5 大地之神吃鸡独立游戏显卡,1249.00,,full/8b0684e8a1d9b9facb9ead998de206764fa28c8d.jpg,1000005645,0,1249.00,吃鸡利器，6+2供电，独立mos散热，四根大号纯铜热管+纯铜底座，运行静音，大容量显存决战未来,满1000元减50元,19949,100001266765,https://img10.360buyimg.com/n7/jfs/t1/3221/35/13586/157664/5bd91441E99b33431/e62496f3f74e975a.jpg
0,七彩虹（Colorful）iGame1050 烈焰战神U-2GD5 GTX1050 1442-1556MHz/7000MHz 2G/128bit GDDR5游戏显卡,899.00,,full/a9b24bcbe5ef816e9f69568689c8535404d3db18.jpg,1000000267,0,899.00,一键超频、IPP供电系统、金属背板游戏无压力,,22215,3975008,https://img13.360buyimg.com/n7/jfs/t7792/11/1673429422/108134/a424597c/599e6744N711e16b6.jpg
0,微星（MSI）GeForce RTX 2080 Ti GAMING X TRIO 1350-1755MHz 352BIT 11GB GDDR6 电竞魔龙 新代显卡,12999.00,,full/4b68f2119e707e969e0948cc9d6d92abff015398.jpg,1000000266,0,12999.00,"【旧卡升级大额补贴,剑网3游戏礼包,年终大抽奖】（28日起2070领券减400）",,17443,8928863,https://img13.360buyimg.com/n7/jfs/t1/3940/38/9193/262702/5bac5172E5c09873b/2a49eb7f3e157882.jpg
3000,微星（MSI）GeForce RTX 2070 ARMOR 8G OC 1410-1740MHz 256BIT GDDR6 装甲师 电竞游戏显卡,4599.00,,full/c805e83c258f3fe9f15fed2748ab50fc8a239228.jpg,1000000266,400,4599.00,"【旧卡升级大额补贴,剑网3游戏礼包,年终大抽奖】（28日起2070领券减400）",,17443,100001057362,https://img12.360buyimg.com/n7/jfs/t27427/302/1056341875/245306/d6265f13/5bc05d5cNddff8c6c.jpg
0,技嘉(GIGABYTE)GeForce RTX 2080Ti GAMING OC 1665-1650MHz 14000MHz 352bit GDDR6 11G 电竞游戏显卡,10499.00,,full/31fa0d46620aa27864670987097441498fee0622.jpg,1000000297,0,10499.00,正逆转气流导向设计!全覆盖散热模组!软磁粉复合式热管强力导热!82mm大尺寸刀刃式风扇!1670W色RGB流光溢彩！,,8900,8734528,https://img13.360buyimg.com/n7/jfs/t28963/181/843575796/207668/5e4e0b6a/5bff9805Na953c0b5.jpg
0,华硕（ASUS）PH-GeForce GTX1050-2G 1354-1455MHz 7008MHz 128bit 凤凰系列小机箱单风独立显卡,949.00,,full/e4cd0230f3a4276e72b44a937860fc404ed5ef75.jpg,1000000225,0,949.00,"【三年质保+办公优选】全自动制程工艺超合金供电!双滚珠轴承风扇,安静散热!",,8551,4058220,https://img10.360buyimg.com/n7/jfs/t8584/344/371335837/324977/a8c20771/59a68dfaN78cf8f7a.jpg
0,丽台（LEADTEK）NVIDIA Quadro P620 / 2GB GDDR5/128-bit/ 80GB/s/CUDA核心512/PCI-E3.0/专业显卡,1599.00,,full/0631e80512fcd23eaf83fcc5fa30786d58549616.jpg,1000000522,0,1599.00,【12.25-29喜迎双旦尊享好礼】满1000-100；3000-200；5000-400（部分商品不参与）详情咨询客服,满1000元减100元，满3000元减200元，满5000元减400元,11440,6959146,https://img11.360buyimg.com/n7/jfs/t1/9162/16/6567/155420/5be168e5Edc4cba88/6fe4b117a38cb2dc.jpg
0,铭瑄（MAXSUN）GTX1060 JetStream 6G 1506-1709/8000MHz/6G/192bit GDDR5 PCI-E 3.0显卡,1799.00,,full/af1a9fff0a63e616803b32251b74e5761bbbe050.jpg,1000094211,0,1799.00,【满1000-100 再送价值630元游戏礼包 领券再减！】,满1000元减100元,13026,3936624,https://img14.360buyimg.com/n7/jfs/t29770/257/72997617/227679/ea727c77/5be6dae5N820aaebb.jpg
0,技嘉(GIGABYTE)GeForce RTX 2080 WINDFORCE 1710MHz 14000MHz 256bit GDDR6 8G 电竞游戏显卡,5699.00,,full/3f6ead4925e3e6fda730afdf36ae5e76d695e7de.jpg,1000000297,0,5699.00,正逆转气流导向设计!全覆盖散热模组!软磁粉复合式热管强力导热!1670W色RGB流光溢彩，带来畅爽游戏体验！,,8900,100001396933,https://img13.360buyimg.com/n7/jfs/t29626/95/823267434/201627/ab00dcd3/5bff98c7N1bc4ce28.jpg
